#mw-head,#mw-head,navigation,null
#p-search,#p-search,search,null
https://lt.wikipedia.org/wiki/Rudens_vidurio_%C5%A1vent%C4%97,https://lt.wikipedia.org/wiki/Rudens_vidurio_%C5%A1vent%C4%97,Lietuvių,Rudens vidurio šventė – Lithuanian
https://hu.wikipedia.org/wiki/%C5%90szk%C3%B6z%C3%A9p%C3%BCnnep,https://hu.wikipedia.org/wiki/%C5%90szk%C3%B6z%C3%A9p%C3%BCnnep,Magyar,Őszközépünnep – Hungarian
https://ms.wikipedia.org/wiki/Perayaan_Kuih_Bulan,https://ms.wikipedia.org/wiki/Perayaan_Kuih_Bulan,Bahasa Melayu,Perayaan Kuih Bulan – Malay
https://cdo.wikipedia.org/wiki/B%C3%A1ik-ngu%C5%8Fk-c%C3%A1ik,https://cdo.wikipedia.org/wiki/B%C3%A1ik-ngu%C5%8Fk-c%C3%A1ik,Mìng-dĕ̤ng-ngṳ̄,Báik-nguŏk-cáik – Min Dong Chinese
https://nl.wikipedia.org/wiki/Midherfstfestival,https://nl.wikipedia.org/wiki/Midherfstfestival,Nederlands,Midherfstfestival – Dutch
https://ja.wikipedia.org/wiki/%E6%9C%88%E8%A6%8B,https://ja.wikipedia.org/wiki/%E6%9C%88%E8%A6%8B,日本語,月見 – Japanese
https://no.wikipedia.org/wiki/M%C3%A5nefesten,https://no.wikipedia.org/wiki/M%C3%A5nefesten,Norsk,Månefesten – Norwegian
https://km.wikipedia.org/wiki/%E1%9E%94%E1%9E%BB%E1%9E%8E%E1%9F%92%E1%9E%99%E1%9E%9F%E1%9F%82%E1%9E%93%E1%9E%96%E1%9F%92%E1%9E%9A%E1%9F%87%E1%9E%81%E1%9F%82,https://km.wikipedia.org/wiki/%E1%9E%94%E1%9E%BB%E1%9E%8E%E1%9F%92%E1%9E%99%E1%9E%9F%E1%9F%82%E1%9E%93%E1%9E%96%E1%9F%92%E1%9E%9A%E1%9F%87%E1%9E%81%E1%9F%82,ភាសាខ្មែរ,បុណ្យសែនព្រះខែ – Khmer
https://pl.wikipedia.org/wiki/%C5%9Awi%C4%99to_%C5%9Arodka_Jesieni,https://pl.wikipedia.org/wiki/%C5%9Awi%C4%99to_%C5%9Arodka_Jesieni,Polski,Święto Środka Jesieni – Polish
https://pt.wikipedia.org/wiki/Festival_da_Lua,https://pt.wikipedia.org/wiki/Festival_da_Lua,Português,Festival da Lua – Portuguese
https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B0%D0%B7%D0%B4%D0%BD%D0%B8%D0%BA_%D1%81%D0%B5%D1%80%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B_%D0%BE%D1%81%D0%B5%D0%BD%D0%B8,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B0%D0%B7%D0%B4%D0%BD%D0%B8%D0%BA_%D1%81%D0%B5%D1%80%D0%B5%D0%B4%D0%B8%D0%BD%D1%8B_%D0%BE%D1%81%D0%B5%D0%BD%D0%B8,Русский,Праздник середины осени – Russian
https://sco.wikipedia.org/wiki/Mid-Hairst_Festival,https://sco.wikipedia.org/wiki/Mid-Hairst_Festival,Scots,Mid-Hairst Festival – Scots
https://sq.wikipedia.org/wiki/Festa_e_H%C3%ABn%C3%ABs,https://sq.wikipedia.org/wiki/Festa_e_H%C3%ABn%C3%ABs,Shqip,Festa e Hënës – Albanian
https://fi.wikipedia.org/wiki/Keskisyksyn_juhla,https://fi.wikipedia.org/wiki/Keskisyksyn_juhla,Suomi,Keskisyksyn juhla – Finnish
https://sv.wikipedia.org/wiki/M%C3%A5nfestivalen,https://sv.wikipedia.org/wiki/M%C3%A5nfestivalen,Svenska,Månfestivalen – Swedish
https://ta.wikipedia.org/wiki/%E0%AE%A8%E0%AE%9F%E0%AF%81_%E0%AE%87%E0%AE%B2%E0%AF%88%E0%AE%AF%E0%AF%81%E0%AE%A4%E0%AE%BF%E0%AE%B0%E0%AF%8D_%E0%AE%95%E0%AE%BE%E0%AE%B2_%E0%AE%A4%E0%AE%BF%E0%AE%B0%E0%AF%81%E0%AE%B5%E0%AE%BF%E0%AE%B4%E0%AE%BE,https://ta.wikipedia.org/wiki/%E0%AE%A8%E0%AE%9F%E0%AF%81_%E0%AE%87%E0%AE%B2%E0%AF%88%E0%AE%AF%E0%AF%81%E0%AE%A4%E0%AE%BF%E0%AE%B0%E0%AF%8D_%E0%AE%95%E0%AE%BE%E0%AE%B2_%E0%AE%A4%E0%AE%BF%E0%AE%B0%E0%AF%81%E0%AE%B5%E0%AE%BF%E0%AE%B4%E0%AE%BE,தமிழ்,நடு இலையுதிர் கால திருவிழா – Tamil
https://th.wikipedia.org/wiki/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%81%E0%B8%B2%E0%B8%A5%E0%B9%84%E0%B8%AB%E0%B8%A7%E0%B9%89%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%88%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C,https://th.wikipedia.org/wiki/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%81%E0%B8%B2%E0%B8%A5%E0%B9%84%E0%B8%AB%E0%B8%A7%E0%B9%89%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%88%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C,ไทย,เทศกาลไหว้พระจันทร์ – Thai
https://tr.wikipedia.org/wiki/Ay_Festivali,https://tr.wikipedia.org/wiki/Ay_Festivali,Türkçe,Ay Festivali – Turkish
https://uk.wikipedia.org/wiki/%D0%A1%D0%B2%D1%8F%D1%82%D0%BE_%D1%81%D0%B5%D1%80%D0%B5%D0%B4%D0%B8%D0%BD%D0%B8_%D0%BE%D1%81%D0%B5%D0%BD%D1%96,https://uk.wikipedia.org/wiki/%D0%A1%D0%B2%D1%8F%D1%82%D0%BE_%D1%81%D0%B5%D1%80%D0%B5%D0%B4%D0%B8%D0%BD%D0%B8_%D0%BE%D1%81%D0%B5%D0%BD%D1%96,Українська,Свято середини осені – Ukrainian
https://vi.wikipedia.org/wiki/T%E1%BA%BFt_Trung_thu,https://vi.wikipedia.org/wiki/T%E1%BA%BFt_Trung_thu,Tiếng Việt,Tết Trung thu – Vietnamese
https://zh-classical.wikipedia.org/wiki/%E4%B8%AD%E7%A7%8B,https://zh-classical.wikipedia.org/wiki/%E4%B8%AD%E7%A7%8B,文言,中秋 – Classical Chinese
https://war.wikipedia.org/wiki/Pista_han_kabutngaan_han_katlaya,https://war.wikipedia.org/wiki/Pista_han_kabutngaan_han_katlaya,Winaray,Pista han kabutngaan han katlaya – Waray
https://wuu.wikipedia.org/wiki/%E4%B8%AD%E7%A7%8B%E8%8A%82,https://wuu.wikipedia.org/wiki/%E4%B8%AD%E7%A7%8B%E8%8A%82,吴语,中秋节 – Wu Chinese
https://zh-yue.wikipedia.org/wiki/%E4%B8%AD%E7%A7%8B,https://zh-yue.wikipedia.org/wiki/%E4%B8%AD%E7%A7%8B,粵語,中秋 – Cantonese
https://zh.wikipedia.org/wiki/%E4%B8%AD%E7%A7%8B%E8%8A%82,https://zh.wikipedia.org/wiki/%E4%B8%AD%E7%A7%8B%E8%8A%82,中文,中秋节 – Chinese
https://www.wikidata.org/wiki/Special:EntityPage/Q379519#sitelinks-wikipedia,https://www.wikidata.org/wiki/Special:EntityPage/Q379519#sitelinks-wikipedia,Edit links,Edit interlanguage links
//en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,//en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License,Creative Commons Attribution-ShareAlike License,null
//creativecommons.org/licenses/by-sa/3.0/,//creativecommons.org/licenses/by-sa/3.0/,null,null
//wikimediafoundation.org/wiki/Terms_of_Use,//wikimediafoundation.org/wiki/Terms_of_Use,Terms of Use,null
//wikimediafoundation.org/wiki/Privacy_policy,//wikimediafoundation.org/wiki/Privacy_policy,Privacy Policy,null
//www.wikimediafoundation.org/,//www.wikimediafoundation.org/,Wikimedia Foundation, Inc.,null
https://wikimediafoundation.org/wiki/Privacy_policy,https://wikimediafoundation.org/wiki/Privacy_policy,Privacy policy,wmf:Privacy policy
/wiki/Wikipedia:General_disclaimer,/wiki/Wikipedia:General_disclaimer,Disclaimers,Wikipedia:General disclaimer
https://www.mediawiki.org/wiki/Special:MyLanguage/How_to_contribute,https://www.mediawiki.org/wiki/Special:MyLanguage/How_to_contribute,Developers,null
https://wikimediafoundation.org/wiki/Cookie_statement,https://wikimediafoundation.org/wiki/Cookie_statement,Cookie statement,null
//en.m.wikipedia.org/w/index.php?title=Mid-Autumn_Festival&mobileaction=toggle_view_mobile,//en.m.wikipedia.org/w/index.php?title=Mid-Autumn_Festival&mobileaction=toggle_view_mobile,Mobile view,null
https://wikimediafoundation.org/,https://wikimediafoundation.org/,null,null
//www.mediawiki.org/,//www.mediawiki.org/,null,null
